tid_tw,id_global,date,tw_id,partition_id,thing_type,size_category,base_color,state
T20260409_0015_TW2795,T20260409_0015,2026-04-09,TW2795,1,Handbag,Small,Black,Carried
T20260409_0013_TW2795,T20260409_0013,2026-04-09,TW2795,1,Backpack,Small,Brown,Stationary
T20260409_0008_TW2795,T20260409_0008,2026-04-09,TW2795,1,Backpack,Medium,Black,Carried
T20260409_0003_TW2795,T20260409_0003,2026-04-09,TW2795,1,Backpack,Large,Brown,Carried
T20260409_0016_TW2795,T20260409_0016,2026-04-09,TW2795,1,Bag,Medium,Red,Carried
T20260409_0020_TW2795,T20260409_0020,2026-04-09,TW2795,1,Bag,Small,White,Stationary
T20260409_0004_TW2795,T20260409_0004,2026-04-09,TW2795,1,Box,Medium,Green,Stationary
T20260409_0001_TW2795,T20260409_0001,2026-04-09,TW2795,1,Box,Medium,Green,Carried
T20260409_0005_TW2795,T20260409_0005,2026-04-09,TW2795,1,Backpack,Medium,Black,Carried
T20260409_0006_TW2795,T20260409_0006,2026-04-09,TW2795,1,Handbag,Medium,Blue,Carried
T20260409_0010_TW2795,T20260409_0010,2026-04-09,TW2795,1,Suitcase,Medium,Black,Carried
T20260409_0007_TW2795,T20260409_0007,2026-04-09,TW2795,1,Backpack,Small,Blue,Carried
T20260409_0014_TW2796,T20260409_0014,2026-04-09,TW2796,1,Handbag,Large,Red,Stationary
T20260409_0001_TW2796,T20260409_0001,2026-04-09,TW2796,1,Box,Medium,Green,Carried
T20260409_0007_TW2796,T20260409_0007,2026-04-09,TW2796,1,Backpack,Small,Blue,Carried
T20260409_0005_TW2796,T20260409_0005,2026-04-09,TW2796,1,Backpack,Medium,Black,Stationary
T20260409_0009_TW2796,T20260409_0009,2026-04-09,TW2796,1,Backpack,Small,Black,Stationary
T20260409_0015_TW2796,T20260409_0015,2026-04-09,TW2796,1,Handbag,Small,Black,Carried
T20260409_0010_TW2796,T20260409_0010,2026-04-09,TW2796,1,Suitcase,Medium,Black,Stationary
T20260409_0004_TW2796,T20260409_0004,2026-04-09,TW2796,1,Box,Medium,Green,Carried
T20260409_0012_TW2796,T20260409_0012,2026-04-09,TW2796,1,Handbag,Large,Green,Stationary
T20260409_0002_TW2796,T20260409_0002,2026-04-09,TW2796,1,Box,Medium,White,Stationary
T20260409_0017_TW2796,T20260409_0017,2026-04-09,TW2796,1,Bag,Small,Black,Carried
T20260409_0006_TW2796,T20260409_0006,2026-04-09,TW2796,1,Handbag,Medium,Blue,Carried
T20260409_0018_TW2796,T20260409_0018,2026-04-09,TW2796,1,Backpack,Large,Gray,Carried
T20260409_0003_TW2796,T20260409_0003,2026-04-09,TW2796,1,Backpack,Large,Brown,Stationary
T20260409_0011_TW2796,T20260409_0011,2026-04-09,TW2796,1,Suitcase,Medium,Blue,Carried
T20260409_0013_TW2796,T20260409_0013,2026-04-09,TW2796,1,Backpack,Small,Brown,Stationary
T20260409_0020_TW2796,T20260409_0020,2026-04-09,TW2796,1,Bag,Small,White,Carried
T20260409_0019_TW2796,T20260409_0019,2026-04-09,TW2796,1,Backpack,Medium,Black,Stationary
T20260409_0008_TW2796,T20260409_0008,2026-04-09,TW2796,1,Backpack,Medium,Black,Stationary
T20260409_0016_TW2796,T20260409_0016,2026-04-09,TW2796,1,Bag,Medium,Red,Stationary
T20260409_0001_TW2797,T20260409_0001,2026-04-09,TW2797,1,Box,Medium,Green,Carried
T20260409_0014_TW2797,T20260409_0014,2026-04-09,TW2797,1,Handbag,Large,Red,Stationary
T20260409_0018_TW2797,T20260409_0018,2026-04-09,TW2797,1,Backpack,Large,Gray,Carried
T20260409_0009_TW2797,T20260409_0009,2026-04-09,TW2797,1,Backpack,Small,Black,Carried
T20260409_0015_TW2797,T20260409_0015,2026-04-09,TW2797,1,Handbag,Small,Black,Stationary
T20260409_0008_TW2797,T20260409_0008,2026-04-09,TW2797,1,Backpack,Medium,Black,Stationary
T20260409_0006_TW2797,T20260409_0006,2026-04-09,TW2797,1,Handbag,Medium,Blue,Carried
T20260409_0005_TW2797,T20260409_0005,2026-04-09,TW2797,1,Backpack,Medium,Black,Stationary
T20260409_0019_TW2797,T20260409_0019,2026-04-09,TW2797,1,Backpack,Medium,Black,Stationary
T20260409_0010_TW2797,T20260409_0010,2026-04-09,TW2797,1,Suitcase,Medium,Black,Carried
T20260409_0011_TW2797,T20260409_0011,2026-04-09,TW2797,1,Suitcase,Medium,Blue,Stationary
T20260409_0017_TW2797,T20260409_0017,2026-04-09,TW2797,1,Bag,Small,Black,Stationary
T20260409_0003_TW2797,T20260409_0003,2026-04-09,TW2797,1,Backpack,Large,Brown,Stationary
T20260409_0020_TW2797,T20260409_0020,2026-04-09,TW2797,1,Bag,Small,White,Stationary
T20260409_0002_TW2797,T20260409_0002,2026-04-09,TW2797,1,Box,Medium,White,Carried
T20260409_0013_TW2797,T20260409_0013,2026-04-09,TW2797,1,Backpack,Small,Brown,Carried
T20260409_0007_TW2797,T20260409_0007,2026-04-09,TW2797,1,Backpack,Small,Blue,Carried
T20260409_0012_TW2797,T20260409_0012,2026-04-09,TW2797,1,Handbag,Large,Green,Stationary
T20260409_0016_TW2797,T20260409_0016,2026-04-09,TW2797,1,Bag,Medium,Red,Carried
T20260409_0004_TW2797,T20260409_0004,2026-04-09,TW2797,1,Box,Medium,Green,Stationary
T20260409_0011_TW2798,T20260409_0011,2026-04-09,TW2798,1,Suitcase,Medium,Blue,Stationary
T20260409_0001_TW2798,T20260409_0001,2026-04-09,TW2798,1,Box,Medium,Green,Stationary
T20260409_0015_TW2798,T20260409_0015,2026-04-09,TW2798,1,Handbag,Small,Black,Carried
T20260409_0012_TW2798,T20260409_0012,2026-04-09,TW2798,1,Handbag,Large,Green,Carried
T20260409_0006_TW2798,T20260409_0006,2026-04-09,TW2798,1,Handbag,Medium,Blue,Stationary
T20260409_0002_TW2798,T20260409_0002,2026-04-09,TW2798,1,Box,Medium,White,Carried
T20260409_0003_TW2798,T20260409_0003,2026-04-09,TW2798,1,Backpack,Large,Brown,Stationary
T20260409_0014_TW2798,T20260409_0014,2026-04-09,TW2798,1,Handbag,Large,Red,Carried
T20260409_0008_TW2798,T20260409_0008,2026-04-09,TW2798,1,Backpack,Medium,Black,Stationary
T20260409_0004_TW2798,T20260409_0004,2026-04-09,TW2798,1,Box,Medium,Green,Carried
T20260409_0007_TW2798,T20260409_0007,2026-04-09,TW2798,1,Backpack,Small,Blue,Stationary
T20260409_0016_TW2798,T20260409_0016,2026-04-09,TW2798,1,Bag,Medium,Red,Stationary
T20260409_0005_TW2798,T20260409_0005,2026-04-09,TW2798,1,Backpack,Medium,Black,Carried
T20260409_0010_TW2798,T20260409_0010,2026-04-09,TW2798,1,Suitcase,Medium,Black,Stationary
T20260409_0019_TW2798,T20260409_0019,2026-04-09,TW2798,1,Backpack,Medium,Black,Carried
T20260409_0018_TW2798,T20260409_0018,2026-04-09,TW2798,1,Backpack,Large,Gray,Carried
T20260409_0013_TW2798,T20260409_0013,2026-04-09,TW2798,1,Backpack,Small,Brown,Stationary
T20260409_0017_TW2798,T20260409_0017,2026-04-09,TW2798,1,Bag,Small,Black,Stationary
T20260409_0009_TW2798,T20260409_0009,2026-04-09,TW2798,1,Backpack,Small,Black,Carried
T20260409_0020_TW2798,T20260409_0020,2026-04-09,TW2798,1,Bag,Small,White,Carried
T20260409_0009_TW2799,T20260409_0009,2026-04-09,TW2799,1,Backpack,Small,Black,Carried
T20260409_0014_TW2799,T20260409_0014,2026-04-09,TW2799,1,Handbag,Large,Red,Stationary
T20260409_0006_TW2799,T20260409_0006,2026-04-09,TW2799,1,Handbag,Medium,Blue,Stationary
T20260409_0011_TW2799,T20260409_0011,2026-04-09,TW2799,1,Suitcase,Medium,Blue,Carried
T20260409_0017_TW2799,T20260409_0017,2026-04-09,TW2799,1,Bag,Small,Black,Stationary
T20260409_0019_TW2799,T20260409_0019,2026-04-09,TW2799,1,Backpack,Medium,Black,Carried
T20260409_0016_TW2799,T20260409_0016,2026-04-09,TW2799,1,Bag,Medium,Red,Carried
T20260409_0008_TW2799,T20260409_0008,2026-04-09,TW2799,1,Backpack,Medium,Black,Stationary
T20260409_0002_TW2799,T20260409_0002,2026-04-09,TW2799,1,Box,Medium,White,Stationary
T20260409_0020_TW2799,T20260409_0020,2026-04-09,TW2799,1,Bag,Small,White,Carried
T20260409_0004_TW2799,T20260409_0004,2026-04-09,TW2799,1,Box,Medium,Green,Carried
T20260409_0012_TW2799,T20260409_0012,2026-04-09,TW2799,1,Handbag,Large,Green,Carried
T20260409_0018_TW2799,T20260409_0018,2026-04-09,TW2799,1,Backpack,Large,Gray,Carried
T20260409_0015_TW2799,T20260409_0015,2026-04-09,TW2799,1,Handbag,Small,Black,Carried
T20260409_0007_TW2799,T20260409_0007,2026-04-09,TW2799,1,Backpack,Small,Blue,Carried
T20260409_0003_TW2799,T20260409_0003,2026-04-09,TW2799,1,Backpack,Large,Brown,Stationary
T20260409_0010_TW2799,T20260409_0010,2026-04-09,TW2799,1,Suitcase,Medium,Black,Carried
T20260409_0001_TW2799,T20260409_0001,2026-04-09,TW2799,1,Box,Medium,Green,Carried
T20260409_0005_TW2799,T20260409_0005,2026-04-09,TW2799,1,Backpack,Medium,Black,Stationary
T20260409_0013_TW2799,T20260409_0013,2026-04-09,TW2799,1,Backpack,Small,Brown,Carried
T20260409_0012_TW2800,T20260409_0012,2026-04-09,TW2800,1,Handbag,Large,Green,Stationary
T20260409_0002_TW2800,T20260409_0002,2026-04-09,TW2800,1,Box,Medium,White,Carried
T20260409_0020_TW2800,T20260409_0020,2026-04-09,TW2800,1,Bag,Small,White,Stationary
T20260409_0017_TW2800,T20260409_0017,2026-04-09,TW2800,1,Bag,Small,Black,Stationary
T20260409_0011_TW2800,T20260409_0011,2026-04-09,TW2800,1,Suitcase,Medium,Blue,Carried
T20260409_0010_TW2800,T20260409_0010,2026-04-09,TW2800,1,Suitcase,Medium,Black,Stationary
T20260409_0015_TW2800,T20260409_0015,2026-04-09,TW2800,1,Handbag,Small,Black,Carried
T20260409_0009_TW2800,T20260409_0009,2026-04-09,TW2800,1,Backpack,Small,Black,Carried
T20260409_0007_TW2800,T20260409_0007,2026-04-09,TW2800,1,Backpack,Small,Blue,Stationary
T20260409_0019_TW2800,T20260409_0019,2026-04-09,TW2800,1,Backpack,Medium,Black,Carried
T20260409_0008_TW2800,T20260409_0008,2026-04-09,TW2800,1,Backpack,Medium,Black,Carried
T20260409_0005_TW2800,T20260409_0005,2026-04-09,TW2800,1,Backpack,Medium,Black,Stationary
T20260409_0004_TW2800,T20260409_0004,2026-04-09,TW2800,1,Box,Medium,Green,Stationary
T20260409_0013_TW2800,T20260409_0013,2026-04-09,TW2800,1,Backpack,Small,Brown,Stationary
T20260409_0016_TW2800,T20260409_0016,2026-04-09,TW2800,1,Bag,Medium,Red,Stationary
T20260409_0001_TW2800,T20260409_0001,2026-04-09,TW2800,1,Box,Medium,Green,Carried
T20260409_0003_TW2800,T20260409_0003,2026-04-09,TW2800,1,Backpack,Large,Brown,Stationary
T20260409_0014_TW2800,T20260409_0014,2026-04-09,TW2800,1,Handbag,Large,Red,Stationary
T20260409_0018_TW2800,T20260409_0018,2026-04-09,TW2800,1,Backpack,Large,Gray,Stationary
T20260409_0006_TW2800,T20260409_0006,2026-04-09,TW2800,1,Handbag,Medium,Blue,Carried
T20260409_0016_TW2801,T20260409_0016,2026-04-09,TW2801,1,Bag,Medium,Red,Carried
T20260409_0019_TW2801,T20260409_0019,2026-04-09,TW2801,1,Backpack,Medium,Black,Carried
T20260409_0015_TW2801,T20260409_0015,2026-04-09,TW2801,1,Handbag,Small,Black,Carried
T20260409_0003_TW2801,T20260409_0003,2026-04-09,TW2801,1,Backpack,Large,Brown,Stationary
T20260409_0011_TW2801,T20260409_0011,2026-04-09,TW2801,1,Suitcase,Medium,Blue,Carried
T20260409_0009_TW2801,T20260409_0009,2026-04-09,TW2801,1,Backpack,Small,Black,Stationary
T20260409_0017_TW2801,T20260409_0017,2026-04-09,TW2801,1,Bag,Small,Black,Carried
T20260409_0007_TW2801,T20260409_0007,2026-04-09,TW2801,1,Backpack,Small,Blue,Carried
T20260409_0010_TW2801,T20260409_0010,2026-04-09,TW2801,1,Suitcase,Medium,Black,Stationary
T20260409_0006_TW2801,T20260409_0006,2026-04-09,TW2801,1,Handbag,Medium,Blue,Carried
T20260409_0008_TW2801,T20260409_0008,2026-04-09,TW2801,1,Backpack,Medium,Black,Carried
T20260409_0013_TW2801,T20260409_0013,2026-04-09,TW2801,1,Backpack,Small,Brown,Stationary
T20260409_0018_TW2801,T20260409_0018,2026-04-09,TW2801,1,Backpack,Large,Gray,Stationary
T20260409_0020_TW2801,T20260409_0020,2026-04-09,TW2801,1,Bag,Small,White,Stationary
T20260409_0004_TW2801,T20260409_0004,2026-04-09,TW2801,1,Box,Medium,Green,Carried
T20260409_0005_TW2801,T20260409_0005,2026-04-09,TW2801,1,Backpack,Medium,Black,Carried
T20260409_0014_TW2801,T20260409_0014,2026-04-09,TW2801,1,Handbag,Large,Red,Stationary
T20260409_0001_TW2801,T20260409_0001,2026-04-09,TW2801,1,Box,Medium,Green,Stationary
T20260409_0012_TW2801,T20260409_0012,2026-04-09,TW2801,1,Handbag,Large,Green,Stationary
T20260409_0002_TW2801,T20260409_0002,2026-04-09,TW2801,1,Box,Medium,White,Stationary
T20260409_0004_TW2802,T20260409_0004,2026-04-09,TW2802,1,Box,Medium,Green,Stationary
T20260409_0011_TW2802,T20260409_0011,2026-04-09,TW2802,1,Suitcase,Medium,Blue,Stationary
T20260409_0013_TW2802,T20260409_0013,2026-04-09,TW2802,1,Backpack,Small,Brown,Carried
T20260409_0010_TW2802,T20260409_0010,2026-04-09,TW2802,1,Suitcase,Medium,Black,Carried
T20260409_0005_TW2802,T20260409_0005,2026-04-09,TW2802,1,Backpack,Medium,Black,Carried
T20260409_0003_TW2802,T20260409_0003,2026-04-09,TW2802,1,Backpack,Large,Brown,Carried
T20260409_0016_TW2802,T20260409_0016,2026-04-09,TW2802,1,Bag,Medium,Red,Carried
T20260409_0002_TW2802,T20260409_0002,2026-04-09,TW2802,1,Box,Medium,White,Stationary
T20260409_0012_TW2802,T20260409_0012,2026-04-09,TW2802,1,Handbag,Large,Green,Carried
T20260409_0006_TW2802,T20260409_0006,2026-04-09,TW2802,1,Handbag,Medium,Blue,Carried
T20260409_0009_TW2802,T20260409_0009,2026-04-09,TW2802,1,Backpack,Small,Black,Carried
T20260409_0019_TW2802,T20260409_0019,2026-04-09,TW2802,1,Backpack,Medium,Black,Carried
T20260409_0001_TW2802,T20260409_0001,2026-04-09,TW2802,1,Box,Medium,Green,Stationary
T20260409_0015_TW2802,T20260409_0015,2026-04-09,TW2802,1,Handbag,Small,Black,Carried
T20260409_0017_TW2802,T20260409_0017,2026-04-09,TW2802,1,Bag,Small,Black,Carried
T20260409_0018_TW2802,T20260409_0018,2026-04-09,TW2802,1,Backpack,Large,Gray,Carried
T20260409_0020_TW2802,T20260409_0020,2026-04-09,TW2802,1,Bag,Small,White,Carried
T20260409_0007_TW2802,T20260409_0007,2026-04-09,TW2802,1,Backpack,Small,Blue,Stationary
T20260409_0014_TW2802,T20260409_0014,2026-04-09,TW2802,1,Handbag,Large,Red,Carried
T20260409_0008_TW2802,T20260409_0008,2026-04-09,TW2802,2,Backpack,Medium,Black,Carried
T20260409_0019_TW2803,T20260409_0019,2026-04-09,TW2803,1,Backpack,Medium,Black,Stationary
T20260409_0011_TW2803,T20260409_0011,2026-04-09,TW2803,1,Suitcase,Medium,Blue,Stationary
T20260409_0003_TW2803,T20260409_0003,2026-04-09,TW2803,1,Backpack,Large,Brown,Stationary
T20260409_0013_TW2803,T20260409_0013,2026-04-09,TW2803,1,Backpack,Small,Brown,Carried
T20260409_0001_TW2803,T20260409_0001,2026-04-09,TW2803,1,Box,Medium,Green,Carried
T20260409_0014_TW2803,T20260409_0014,2026-04-09,TW2803,1,Handbag,Large,Red,Carried
T20260409_0004_TW2803,T20260409_0004,2026-04-09,TW2803,1,Box,Medium,Green,Stationary
T20260409_0007_TW2803,T20260409_0007,2026-04-09,TW2803,1,Backpack,Small,Blue,Stationary
T20260409_0017_TW2803,T20260409_0017,2026-04-09,TW2803,1,Bag,Small,Black,Stationary
T20260409_0006_TW2803,T20260409_0006,2026-04-09,TW2803,1,Handbag,Medium,Blue,Carried
T20260409_0012_TW2803,T20260409_0012,2026-04-09,TW2803,1,Handbag,Large,Green,Carried
T20260409_0008_TW2803,T20260409_0008,2026-04-09,TW2803,1,Backpack,Medium,Black,Stationary
T20260409_0010_TW2803,T20260409_0010,2026-04-09,TW2803,1,Suitcase,Medium,Black,Stationary
T20260409_0009_TW2803,T20260409_0009,2026-04-09,TW2803,1,Backpack,Small,Black,Carried
T20260409_0015_TW2803,T20260409_0015,2026-04-09,TW2803,1,Handbag,Small,Black,Carried
T20260409_0002_TW2803,T20260409_0002,2026-04-09,TW2803,1,Box,Medium,White,Carried
T20260409_0005_TW2803,T20260409_0005,2026-04-09,TW2803,1,Backpack,Medium,Black,Carried
T20260409_0018_TW2803,T20260409_0018,2026-04-09,TW2803,1,Backpack,Large,Gray,Carried
T20260409_0020_TW2803,T20260409_0020,2026-04-09,TW2803,2,Bag,Small,White,Carried
T20260409_0016_TW2803,T20260409_0016,2026-04-09,TW2803,2,Bag,Medium,Red,Stationary
T20260409_0019_TW2804,T20260409_0019,2026-04-09,TW2804,1,Backpack,Medium,Black,Carried
T20260409_0010_TW2804,T20260409_0010,2026-04-09,TW2804,1,Suitcase,Medium,Black,Stationary
T20260409_0017_TW2804,T20260409_0017,2026-04-09,TW2804,1,Bag,Small,Black,Carried
T20260409_0008_TW2804,T20260409_0008,2026-04-09,TW2804,1,Backpack,Medium,Black,Stationary
T20260409_0020_TW2804,T20260409_0020,2026-04-09,TW2804,1,Bag,Small,White,Stationary
T20260409_0007_TW2804,T20260409_0007,2026-04-09,TW2804,1,Backpack,Small,Blue,Carried
T20260409_0002_TW2804,T20260409_0002,2026-04-09,TW2804,1,Box,Medium,White,Carried
T20260409_0012_TW2804,T20260409_0012,2026-04-09,TW2804,1,Handbag,Large,Green,Carried
T20260409_0011_TW2804,T20260409_0011,2026-04-09,TW2804,1,Suitcase,Medium,Blue,Stationary
T20260409_0016_TW2804,T20260409_0016,2026-04-09,TW2804,1,Bag,Medium,Red,Carried
T20260409_0014_TW2804,T20260409_0014,2026-04-09,TW2804,1,Handbag,Large,Red,Stationary
T20260409_0009_TW2804,T20260409_0009,2026-04-09,TW2804,1,Backpack,Small,Black,Stationary
T20260409_0013_TW2804,T20260409_0013,2026-04-09,TW2804,1,Backpack,Small,Brown,Carried
T20260409_0001_TW2804,T20260409_0001,2026-04-09,TW2804,1,Box,Medium,Green,Carried
T20260409_0004_TW2804,T20260409_0004,2026-04-09,TW2804,1,Box,Medium,Green,Stationary
T20260409_0018_TW2804,T20260409_0018,2026-04-09,TW2804,1,Backpack,Large,Gray,Carried
T20260409_0003_TW2804,T20260409_0003,2026-04-09,TW2804,1,Backpack,Large,Brown,Stationary
T20260409_0006_TW2804,T20260409_0006,2026-04-09,TW2804,1,Handbag,Medium,Blue,Carried
T20260409_0015_TW2804,T20260409_0015,2026-04-09,TW2804,1,Handbag,Small,Black,Carried
T20260409_0005_TW2804,T20260409_0005,2026-04-09,TW2804,1,Backpack,Medium,Black,Stationary
T20260409_0012_TW2805,T20260409_0012,2026-04-09,TW2805,1,Handbag,Large,Green,Stationary
T20260409_0016_TW2805,T20260409_0016,2026-04-09,TW2805,1,Bag,Medium,Red,Carried
T20260409_0015_TW2805,T20260409_0015,2026-04-09,TW2805,1,Handbag,Small,Black,Carried
T20260409_0014_TW2805,T20260409_0014,2026-04-09,TW2805,1,Handbag,Large,Red,Carried
T20260409_0011_TW2805,T20260409_0011,2026-04-09,TW2805,1,Suitcase,Medium,Blue,Carried
T20260409_0008_TW2805,T20260409_0008,2026-04-09,TW2805,1,Backpack,Medium,Black,Carried
T20260409_0002_TW2805,T20260409_0002,2026-04-09,TW2805,1,Box,Medium,White,Stationary
T20260409_0001_TW2805,T20260409_0001,2026-04-09,TW2805,1,Box,Medium,Green,Carried
T20260409_0020_TW2805,T20260409_0020,2026-04-09,TW2805,1,Bag,Small,White,Stationary
T20260409_0017_TW2805,T20260409_0017,2026-04-09,TW2805,1,Bag,Small,Black,Stationary
T20260409_0018_TW2805,T20260409_0018,2026-04-09,TW2805,1,Backpack,Large,Gray,Stationary
T20260409_0009_TW2805,T20260409_0009,2026-04-09,TW2805,1,Backpack,Small,Black,Stationary
T20260409_0010_TW2805,T20260409_0010,2026-04-09,TW2805,1,Suitcase,Medium,Black,Carried
T20260409_0004_TW2805,T20260409_0004,2026-04-09,TW2805,1,Box,Medium,Green,Stationary
T20260409_0005_TW2805,T20260409_0005,2026-04-09,TW2805,1,Backpack,Medium,Black,Stationary
T20260409_0007_TW2805,T20260409_0007,2026-04-09,TW2805,1,Backpack,Small,Blue,Stationary
T20260409_0003_TW2805,T20260409_0003,2026-04-09,TW2805,2,Backpack,Large,Brown,Stationary
T20260409_0013_TW2805,T20260409_0013,2026-04-09,TW2805,2,Backpack,Small,Brown,Stationary
T20260409_0006_TW2805,T20260409_0006,2026-04-09,TW2805,2,Handbag,Medium,Blue,Stationary
T20260409_0019_TW2805,T20260409_0019,2026-04-09,TW2805,2,Backpack,Medium,Black,Carried
T20260409_0017_TW2806,T20260409_0017,2026-04-09,TW2806,1,Bag,Small,Black,Carried
T20260409_0004_TW2806,T20260409_0004,2026-04-09,TW2806,1,Box,Medium,Green,Carried
T20260409_0009_TW2806,T20260409_0009,2026-04-09,TW2806,1,Backpack,Small,Black,Carried
T20260409_0020_TW2806,T20260409_0020,2026-04-09,TW2806,1,Bag,Small,White,Stationary
T20260409_0014_TW2806,T20260409_0014,2026-04-09,TW2806,1,Handbag,Large,Red,Carried
T20260409_0002_TW2806,T20260409_0002,2026-04-09,TW2806,1,Box,Medium,White,Carried
T20260409_0008_TW2806,T20260409_0008,2026-04-09,TW2806,1,Backpack,Medium,Black,Carried
T20260409_0003_TW2806,T20260409_0003,2026-04-09,TW2806,1,Backpack,Large,Brown,Carried
T20260409_0013_TW2806,T20260409_0013,2026-04-09,TW2806,1,Backpack,Small,Brown,Carried
T20260409_0019_TW2806,T20260409_0019,2026-04-09,TW2806,1,Backpack,Medium,Black,Stationary
T20260409_0001_TW2806,T20260409_0001,2026-04-09,TW2806,1,Box,Medium,Green,Carried
T20260409_0012_TW2806,T20260409_0012,2026-04-09,TW2806,1,Handbag,Large,Green,Carried
T20260409_0016_TW2806,T20260409_0016,2026-04-09,TW2806,1,Bag,Medium,Red,Carried
T20260409_0015_TW2806,T20260409_0015,2026-04-09,TW2806,1,Handbag,Small,Black,Stationary
T20260409_0005_TW2806,T20260409_0005,2026-04-09,TW2806,1,Backpack,Medium,Black,Stationary
T20260409_0018_TW2806,T20260409_0018,2026-04-09,TW2806,1,Backpack,Large,Gray,Stationary
T20260409_0010_TW2806,T20260409_0010,2026-04-09,TW2806,1,Suitcase,Medium,Black,Carried
T20260409_0007_TW2806,T20260409_0007,2026-04-09,TW2806,1,Backpack,Small,Blue,Stationary
T20260409_0011_TW2806,T20260409_0011,2026-04-09,TW2806,1,Suitcase,Medium,Blue,Carried
T20260409_0006_TW2806,T20260409_0006,2026-04-09,TW2806,1,Handbag,Medium,Blue,Stationary
T20260409_0005_TW2807,T20260409_0005,2026-04-09,TW2807,1,Backpack,Medium,Black,Carried
T20260409_0009_TW2807,T20260409_0009,2026-04-09,TW2807,1,Backpack,Small,Black,Stationary
T20260409_0010_TW2807,T20260409_0010,2026-04-09,TW2807,1,Suitcase,Medium,Black,Carried
T20260409_0016_TW2807,T20260409_0016,2026-04-09,TW2807,1,Bag,Medium,Red,Stationary
T20260409_0011_TW2807,T20260409_0011,2026-04-09,TW2807,1,Suitcase,Medium,Blue,Carried
T20260409_0007_TW2807,T20260409_0007,2026-04-09,TW2807,1,Backpack,Small,Blue,Stationary
T20260409_0020_TW2807,T20260409_0020,2026-04-09,TW2807,1,Bag,Small,White,Stationary
T20260409_0013_TW2807,T20260409_0013,2026-04-09,TW2807,1,Backpack,Small,Brown,Stationary
T20260409_0015_TW2807,T20260409_0015,2026-04-09,TW2807,1,Handbag,Small,Black,Carried
T20260409_0002_TW2807,T20260409_0002,2026-04-09,TW2807,1,Box,Medium,White,Carried
T20260409_0006_TW2807,T20260409_0006,2026-04-09,TW2807,1,Handbag,Medium,Blue,Stationary
T20260409_0017_TW2807,T20260409_0017,2026-04-09,TW2807,1,Bag,Small,Black,Stationary
T20260409_0014_TW2807,T20260409_0014,2026-04-09,TW2807,1,Handbag,Large,Red,Carried
T20260409_0001_TW2807,T20260409_0001,2026-04-09,TW2807,1,Box,Medium,Green,Stationary
T20260409_0004_TW2807,T20260409_0004,2026-04-09,TW2807,1,Box,Medium,Green,Stationary
T20260409_0008_TW2807,T20260409_0008,2026-04-09,TW2807,1,Backpack,Medium,Black,Stationary
T20260409_0003_TW2807,T20260409_0003,2026-04-09,TW2807,1,Backpack,Large,Brown,Carried
T20260409_0018_TW2807,T20260409_0018,2026-04-09,TW2807,2,Backpack,Large,Gray,Stationary
T20260409_0012_TW2807,T20260409_0012,2026-04-09,TW2807,2,Handbag,Large,Green,Stationary
T20260409_0019_TW2807,T20260409_0019,2026-04-09,TW2807,2,Backpack,Medium,Black,Carried
T20260409_0019_TW2808,T20260409_0019,2026-04-09,TW2808,1,Backpack,Medium,Black,Stationary
T20260409_0018_TW2808,T20260409_0018,2026-04-09,TW2808,1,Backpack,Large,Gray,Stationary
T20260409_0015_TW2808,T20260409_0015,2026-04-09,TW2808,1,Handbag,Small,Black,Carried
T20260409_0008_TW2808,T20260409_0008,2026-04-09,TW2808,1,Backpack,Medium,Black,Stationary
T20260409_0009_TW2808,T20260409_0009,2026-04-09,TW2808,1,Backpack,Small,Black,Stationary
T20260409_0011_TW2808,T20260409_0011,2026-04-09,TW2808,1,Suitcase,Medium,Blue,Stationary
T20260409_0005_TW2808,T20260409_0005,2026-04-09,TW2808,1,Backpack,Medium,Black,Stationary
T20260409_0002_TW2808,T20260409_0002,2026-04-09,TW2808,1,Box,Medium,White,Carried
T20260409_0007_TW2808,T20260409_0007,2026-04-09,TW2808,1,Backpack,Small,Blue,Stationary
T20260409_0012_TW2808,T20260409_0012,2026-04-09,TW2808,1,Handbag,Large,Green,Stationary
T20260409_0020_TW2808,T20260409_0020,2026-04-09,TW2808,1,Bag,Small,White,Carried
T20260409_0006_TW2808,T20260409_0006,2026-04-09,TW2808,1,Handbag,Medium,Blue,Carried
T20260409_0016_TW2808,T20260409_0016,2026-04-09,TW2808,1,Bag,Medium,Red,Carried
T20260409_0003_TW2808,T20260409_0003,2026-04-09,TW2808,1,Backpack,Large,Brown,Stationary
T20260409_0017_TW2808,T20260409_0017,2026-04-09,TW2808,1,Bag,Small,Black,Stationary
T20260409_0010_TW2808,T20260409_0010,2026-04-09,TW2808,1,Suitcase,Medium,Black,Carried
T20260409_0014_TW2808,T20260409_0014,2026-04-09,TW2808,1,Handbag,Large,Red,Stationary
T20260409_0004_TW2808,T20260409_0004,2026-04-09,TW2808,1,Box,Medium,Green,Carried
T20260409_0013_TW2808,T20260409_0013,2026-04-09,TW2808,1,Backpack,Small,Brown,Carried
T20260409_0001_TW2808,T20260409_0001,2026-04-09,TW2808,1,Box,Medium,Green,Carried
T20260409_0009_TW2809,T20260409_0009,2026-04-09,TW2809,1,Backpack,Small,Black,Stationary
T20260409_0018_TW2809,T20260409_0018,2026-04-09,TW2809,1,Backpack,Large,Gray,Stationary
